Node ID,MESSAGE,Sender,id,maneuver,annotator,annotation_id,created_at,updated_at,lead_time
931329488142684160,This game is to easy https://t.co/764KVdpJGS,17sbaucum,5593,"{""choices"": [""Excite"", ""Dismiss""]}",4,1306,2022-07-08T19:10:45.457278Z,2022-07-08T19:10:45.457335Z,12.689
975193010974674945,@ViNZiIIA Is it in competitive?,17sbaucum,5592,Engage,4,1305,2022-07-08T19:10:30.846150Z,2022-07-08T19:10:30.846207Z,2.694
917563743722180608,RT @BandChaserMooda: I know I’m not this mufucking high ‍♂️ I stamp nobody driving this car  https://t.co/VPCo1WChGP,17sbaucum,5591,Dismay,4,1304,2022-07-08T19:10:26.417108Z,2022-07-08T19:10:26.417185Z,66.753
947205349395886081,RT @OhioStateFB:  Cotton Bowl Champs  #GoBucks https://t.co/qOVQTGYnTZ,17sbaucum,5590,Back,4,1303,2022-07-08T19:09:17.564375Z,2022-07-08T19:09:17.564421Z,4.095
974325892045508608,"I had a Dream last night that drake, travis and Juju smith played fortnite together",17sbaucum,5589,NONE,4,1302,2022-07-08T19:09:07.295501Z,2022-07-08T19:09:11.786765Z,2647.453
971155516490698753,RT @DomClare: The Vikings have about a 3 year window to win a Superbowl with their roster. To not put a full effort towards that to save $1…,17sbaucum,5588,Dismay,4,1301,2022-07-08T19:08:58.391745Z,2022-07-08T19:08:58.391768Z,40.978
973573999392317441,Kirk Cousins will sign with the Vikings.,AllbrightNFL,5587,NONE,4,1300,2022-07-08T19:08:15.448564Z,2022-07-08T19:08:15.448625Z,16.043
926315611604619264,Lonzo is trash lol.,17sbaucum,5586,"{""choices"": [""Dismay"", ""Neutralize""]}",4,1299,2022-07-08T19:07:56.564145Z,2022-07-08T19:07:56.564168Z,4.408
923554763429597186,And Teddy https://t.co/2G80VRCS8s,ArifHasanNFL,5585,Back,4,1298,2022-07-08T19:07:50.367565Z,2022-07-08T19:07:50.367587Z,1.947
929471052517851136,RT @TGHSports: Mike Weber and the Buckeyes are giving it to Michigan State right now. Weber with the long touchdown run! #GoBuckeyes https:…,17sbaucum,5584,"{""choices"": [""Excite"", ""Back""]}",4,1297,2022-07-08T19:07:46.800172Z,2022-07-08T19:07:46.800195Z,116.167
937578873964941312,@Wiz_K1LLa Hope all is fine,17sbaucum,5583,Excite,4,1296,2022-07-08T19:05:48.227451Z,2022-07-08T19:05:48.227474Z,3.359
950142935571599360,@K1Ila that team you dumped because you thought you stood no chance with at Nola is last map with OG in the 2k with… https://t.co/qjZiU2jx82,Charmvnder,5582,"{""choices"": [""Explain"", ""Back""]}",4,1295,2022-07-08T19:05:42.753720Z,2022-07-08T19:05:42.753743Z,19.795
924359313610723328,Lol,17sbaucum,5581,Excite,4,1294,2022-07-08T19:05:21.279101Z,2022-07-08T19:05:21.279124Z,1.558
973274644714225665,RT @ProFootballTalk: Second-round tender for Vikings OL Nick Easton per source.,17sbaucum,5580,NONE,4,1293,2022-07-08T19:05:18.164063Z,2022-07-08T19:05:18.164086Z,146.495
922207291750969344,@rahim_shaw @JKap415 https://t.co/fju5FB8l31 Trust the process am I right lmaooooooooooòooo,17sbaucum,5579,Excite,4,1292,2022-07-08T19:02:47.095610Z,2022-07-08T19:02:47.095632Z,9.277
933746185076166656,@BeniTheGangster @CypherTheGod @BryantBomb17 @eGoTheIcoN @realDonaldTrump Cyph participated in a white supremacy Ra… https://t.co/yppeiXQsd1,17sbaucum,5578,"{""choices"": [""Dismay"", ""Build""]}",4,1291,2022-07-08T19:02:35.781662Z,2022-07-08T19:02:35.781695Z,11.614
973635720987467776,"RT @SportsCenter: Breaking: Kirk Cousins is likely to sign with the Minnesota Vikings, per @AdamSchefter. No final decisions have been mad…""",17sbaucum,5577,"{""choices"": [""Excite"", ""Enhance""]}",4,1290,2022-07-08T19:01:47.432181Z,2022-07-08T19:01:47.432205Z,9.17
920322394161664000,#AllForOne,17sbaucum,5576,Back,4,1289,2022-07-08T19:01:36.236903Z,2022-07-08T19:01:36.236927Z,20.068
920478421603545090,RT @cavs: #CavsOpener win in the books.   #AllForOne https://t.co/FBrzb2ooVs,17sbaucum,5575,Excite,4,1288,2022-07-08T19:01:14.519407Z,2022-07-08T19:01:14.519429Z,89.936
932348637966827520,"Vikings lead the Rams 21-7 in the 4th quarter.  Entering Week 11, the Rams were 1 of 2 teams that hadn't trailed by… https://t.co/DNEcw3vW84",NFLResearch,5574,"{""choices"": [""Explain"", ""Back""]}",4,1287,2022-07-08T18:59:42.798819Z,2022-07-08T18:59:42.798844Z,6.679
931250266074157056,How come I can't join back in a Gb after I lag out,17sbaucum,5573,NONE,4,1286,2022-07-08T18:59:34.236593Z,2022-07-08T18:59:34.236616Z,8.132
937578648458203136,RT @ArifHasanNFL: Your #1 in the NFC Vikings https://t.co/BmZu8C4Pj7,17sbaucum,5572,Back,4,1285,2022-07-08T18:59:24.225231Z,2022-07-08T18:59:24.225256Z,12.799
963518210690764800,@CODGamepedia EG is 1-3,17sbaucum,5571,Explain,4,1284,2022-07-08T18:59:09.783333Z,2022-07-08T18:59:09.783356Z,5.05
934509863874506758,DWYANE HASKINS su7euej osjsjdj,17sbaucum,5570,"{""choices"": [""Excite"", ""Back""]}",4,1283,2022-07-08T18:59:03.015052Z,2022-07-08T18:59:03.015075Z,8.176
940832294406885376,I am not paying for this garbage ass app #NetNeutrailty,17sbaucum,5569,"{""choices"": [""Dismay"", ""Neutralize""]}",4,1282,2022-07-08T18:58:53.119370Z,2022-07-08T18:58:53.119393Z,10.292
944732347907346433,@TheKingImpulxz You think Dedication 6 is going to be good,17sbaucum,5568,"{""choices"": [""Engage"", ""Build""]}",4,1281,2022-07-08T18:58:40.884594Z,2022-07-08T18:58:40.884617Z,7.257
911645030758125568,Future Heisman winner,17sbaucum,5567,Back,4,1280,2022-07-08T18:58:31.915971Z,2022-07-08T18:58:31.915993Z,15.562
937751361902563328,"RT @SportsCenter: Derrick Rose's self-imposed exile has ended, sources tell @wojespn:  https://t.co/GxlwbpXfRV",17sbaucum,5566,Enhance,4,1279,2022-07-08T18:58:14.268936Z,2022-07-08T18:58:14.268959Z,20.249
930240679380385792,THE ROOK VS. THE KING!! https://t.co/ogY8AEtRCt,World_Wide_Wob,5565,Excite,4,1278,2022-07-08T18:57:52.617342Z,2022-07-08T18:57:52.617365Z,3.804
938867889573998592,@FPB_ZA nah fam,mrfeelswildride,5564,Dismiss,4,1277,2022-07-08T18:57:45.084573Z,2022-07-08T18:57:45.084596Z,1.803
945095678946050049,RT @Rob_Lowder: The traits displayed by Jimmy Garoppolo in this video is the stuff #NFL front offices spend countless hours searching for i…,17sbaucum,5563,"{""choices"": [""Excite"", ""Back""]}",4,1276,2022-07-08T18:57:41.479264Z,2022-07-08T18:57:41.479287Z,86.291
938876326932598784,RT @mrfeelswildride: @FPB_ZA nah fam,17sbaucum,5562,Dismiss,4,1275,2022-07-08T18:56:13.668058Z,2022-07-08T18:56:13.668082Z,2.155
927353300424458241,52 points on 17-20 shooting in 3 quarters.  James Harden is having a HUGE night in Houston. https://t.co/s4LVErCCeu,SportsCenter,5561,"{""choices"": [""Explain"", ""Excite"", ""Back""]}",4,1274,2022-07-08T18:56:09.864760Z,2022-07-08T18:56:09.864783Z,5.2
937185009550741504,B1G  #GoBucks https://t.co/Lr85o5OlWT,OhioStateFB,5560,Back,4,1273,2022-07-08T18:56:02.557458Z,2022-07-08T18:56:02.557481Z,3.981
931327170361769984,"@charlieINTEL @Bl3nd_VRS @Nadeshot 100%:  Players join MP lobbies based on lowest ping, not SBMM. Period. (MMR will… https://t.co/H7sbsaUWB7",MichaelCondrey,5559,Neutralize,4,1272,2022-07-08T18:55:44.145072Z,2022-07-08T18:55:44.145096Z,49.171
963182000726249472,RT @realDonaldTrump: 4.2 million hard working Americans have already received a large Bonus and/or Pay Increase because of our recently Pas…,17sbaucum,5558,"{""choices"": [""Excite"", ""Boost""]}",4,1271,2022-07-08T18:54:48.703992Z,2022-07-08T18:54:53.488552Z,1789.224
961679366370549760,Here’s a tribute to Cleveland Cavaliers legend Isaiah Thomas... https://t.co/Tx8XBJYI0V,SInow,5557,Back,4,1270,2022-07-08T18:54:12.494596Z,2022-07-08T18:54:12.494618Z,5.382
921527316492247041,"RT @mitchelmusso: fuckin Diamond plaid, double collar, pants like wtf lookin motherfucka and the shoes? What in the actual fuck. Why they d…",17sbaucum,5556,"{""choices"": [""Dismay"", ""Neutralize""]}",4,1269,2022-07-08T18:54:05.473677Z,2022-07-08T18:54:05.473734Z,9.262
934508599526809600,@19truthserum You watching the Michigan Ohio state game?,17sbaucum,5555,"{""choices"": [""Engage"", ""Build""]}",4,1268,2022-07-08T18:53:54.425368Z,2022-07-08T18:53:54.425391Z,4.779
919352445368717312,RT @BuckeyeVideos: J.K. DOBBINS! 7-0 Buckeyes! #OSUvsNEB https://t.co/x5GUWtnTBt,17sbaucum,5554,"{""choices"": [""Explain"", ""Excite"", ""Back""]}",4,1267,2022-07-08T18:53:47.725658Z,2022-07-08T18:53:47.725681Z,8.032
952710170651627520,I'm in shock,17sbaucum,5553,"{""choices"": [""Excite"", ""Dismay""]}",4,1266,2022-07-08T18:53:35.706599Z,2022-07-08T18:53:35.706623Z,16.934
933755795719761920,Case Keenum making a hell of a case to remain Vikings starting QB with impressive opening drive td pass.,criscarter80,5552,"{""choices"": [""Excite"", ""Back""]}",4,1265,2022-07-08T18:53:17.194741Z,2022-07-08T18:53:17.194765Z,110.881
938564202645639168,https://t.co/Z9Ie4ea8hw,OMGItsBirdman,5551,NONE,4,1264,2022-07-08T18:51:16.572718Z,2022-07-08T18:51:16.572742Z,1.999
916691922751774720,@OpTicHitch where's the bracket,17sbaucum,5550,Engage,4,1263,2022-07-08T18:51:12.748777Z,2022-07-08T18:51:12.748800Z,9.635
942248089410293760,"RT @cn12321: @decemate @BevilsCOD @Wiz_K1LLa TEAM WITH SLOSS, HES EASILY THE BEST F/A OUT THEIR, STOP BEING STUPID AND TEAM WITH SOMEONE WH…",17sbaucum,5549,"{""choices"": [""Dismay"", ""Build"", ""Neutralize""]}",4,1262,2022-07-08T18:51:00.832252Z,2022-07-08T18:51:00.832276Z,75.749
921426830829277186,RT @World_Wide_Wob: lollll Patrick Beverley is just the most amazing troll  ... “Bitch!!” https://t.co/qABtddtzX1,17sbaucum,5548,"{""choices"": [""Excite"", ""Back""]}",4,1261,2022-07-08T18:49:41.135432Z,2022-07-08T18:49:41.135489Z,7.893
944069708080451584,LIL Wayne is a inspiration,17sbaucum,5547,Back,4,1260,2022-07-08T18:49:31.422433Z,2022-07-08T18:49:31.422490Z,2.826
939684745822302208,[Pool D | Alpha]  UP NEXT:  This is what we've all wanted..  @eUnitedgg vs. @FaZeClan up next on Alpha!  #CWLDallas… https://t.co/KODIi7e4Or,CODGamepedia,5546,Excite,4,1259,2022-07-08T18:49:26.876379Z,2022-07-08T18:49:26.876402Z,7.29
950151178108665857,RT @cavs: RETWEET to help send @KingJames to @NBAAllStar! #NBAVOTE https://t.co/55lw5RWfDC,17sbaucum,5545,"{""choices"": [""Engage"", ""Excite"", ""Back""]}",4,1258,2022-07-08T18:49:13.948873Z,2022-07-08T18:49:17.779380Z,1453.479
915673937446604801,@BleacherReport https://t.co/rmoSI4mCt9,lucero_chris,5544,Explain,4,1257,2022-07-08T18:49:04.628350Z,2022-07-08T18:49:04.628374Z,4.58
938664020629950464,@BleacherReport @MarkKaboly @hominizing @ChemWreck,17sbaucum,5543,Build,4,1256,2022-07-08T18:48:57.771465Z,2022-07-08T18:48:57.771488Z,17.06
947289615454662656,@DeRxssi @FreeMahrez @LILBTHEBASEDGOD None of the Lakers pass except lonzo. Whole team pads their stats all game lol,17sbaucum,5542,"{""choices"": [""Back"", ""Neutralize""]}",4,1255,2022-07-08T18:48:38.971350Z,2022-07-08T18:48:38.971373Z,65.774
968353026535776256,"RT @ShonNotSean: Been living in NYC way too long. Saw a guy on the tracks this AM, with the B train speeding ahead. Tried to pull him out a…",17sbaucum,5541,"{""choices"": [""Dismay"", ""Neutralize""]}",4,1254,2022-07-08T18:47:31.319427Z,2022-07-08T18:47:31.319485Z,10.363
939579018147520517,@Sulpho Who costed,17sbaucum,5540,Dismay,4,1253,2022-07-08T18:46:20.344862Z,2022-07-08T18:46:20.344885Z,40.581
912021221415510023,Cooper D'oh! https://t.co/3nI8uzvDd1,_MarcusD2_,5539,Dismay,4,1252,2022-07-08T18:45:37.453376Z,2022-07-08T18:45:37.453400Z,83.053
907398712858726400,RT @DomClare: Does this stop the preseason overreaction about the #Vikings not being able to score? https://t.co/hd0gYOsCtY,17sbaucum,5538,"{""choices"": [""Enhance"", ""Back""]}",4,1251,2022-07-08T18:44:12.758096Z,2022-07-08T18:44:12.758119Z,33.812
944621440246124545,RT @ChickenColeman: 107-46? Nigga y’all fucking garbage https://t.co/Za9cxOcUI0,17sbaucum,5537,"{""choices"": [""Explain"", ""Dismay"", ""Neutralize""]}",4,1250,2022-07-08T18:43:37.042984Z,2022-07-08T18:43:37.043007Z,8.712
924677829392035842,We got what we came here for. #Skol https://t.co/NXxh2paCAp,Vikings,5536,"{""choices"": [""Excite"", ""Back""]}",4,1249,2022-07-08T18:43:26.575487Z,2022-07-08T18:43:26.575510Z,6.686
952005862956130304,Embarrassing basketball. Fucking terrible @cavs,17sbaucum,5535,"{""choices"": [""Dismay"", ""Neutralize""]}",4,1248,2022-07-08T18:43:17.679342Z,2022-07-08T18:43:17.679366Z,117.951
926869634006913024,Thank you to the Halo community for the support the past two years. Loved every second of it but its time to go back to where I started.,HukeFPS,5534,"{""choices"": [""Excite"", ""Boost""]}",4,1247,2022-07-08T18:41:14.483578Z,2022-07-08T18:41:14.483601Z,22.496
927364096479121409,RT @SportsCenter: 52 points on 17-20 shooting in 3 quarters.  James Harden is having a HUGE night in Houston. https://t.co/s4LVErCCeu,17sbaucum,5533,"{""choices"": [""Explain"", ""Excite"", ""Back""]}",4,1246,2022-07-08T18:40:50.191324Z,2022-07-08T18:40:50.191348Z,10.982
945179530607636485,@ZooMaa Bunch of horny gamers replyed to this. Insane!!,17sbaucum,5532,"{""choices"": [""Dismay"", ""Neutralize""]}",4,1245,2022-07-08T18:40:37.423010Z,2022-07-08T18:40:37.423034Z,6.368
934579328087715843,https://t.co/UfHmVrsLJE,K1Ila,5531,NONE,4,1244,2022-07-08T18:40:28.748875Z,2022-07-08T18:40:28.748899Z,1.876
946914728755986432,This is the verified Gofundme of the 28 year old father that was shot &amp; killed due to the swatting! If you cant aff… https://t.co/jrSZzumsXS,KEEMSTAR,5530,"{""choices"": [""Engage"", ""Dismay"", ""Back""]}",4,1243,2022-07-08T18:39:48.280981Z,2022-07-08T18:39:48.281005Z,15.191
919627633767473153,Braxton miller is a bust,17sbaucum,5529,Neutralize,4,1242,2022-07-08T18:39:31.491810Z,2022-07-08T18:39:31.491833Z,143.272
930185682865311745,@DomClare Can you just wait until next season for teddy to play. We are on a 5 game winning streak rn with keenum and doing great,17sbaucum,5528,"{""choices"": [""Back"", ""Neutralize""]}",4,1241,2022-07-08T18:37:06.149789Z,2022-07-08T18:37:06.149813Z,9.125
952711376367226880,RT @Vikings: WHAT ON THE WORLD JUST HAPPENED??!?!?,17sbaucum,5527,"{""choices"": [""Excite"", ""Dismay""]}",4,1240,2022-07-08T18:36:47.576357Z,2022-07-08T18:36:55.344159Z,711.109
934216048001286145,"RT @JordanCMaly: If this really is the end for Derrick Rose, I have to share this again. Out of every moment he gave Bulls fans, this one t…",17sbaucum,5526,"{""choices"": [""Engage"", ""Dismay"", ""Back""]}",4,1239,2022-07-08T18:36:22.383831Z,2022-07-08T18:36:22.383887Z,22.933
918696671600455681,@JKap415 Who cares lol,17sbaucum,5525,Dismiss,4,1238,2022-07-08T18:35:57.075615Z,2022-07-08T18:35:57.075672Z,1.527
914684650882297856,@Charmvnder @ViNZiIIA @CypherTheGod,17sbaucum,5524,Build,4,1237,2022-07-08T18:35:45.363922Z,2022-07-08T18:35:45.363945Z,2.253
942199299693146113,With the left hand.   #CavsJazz | #AllForOne https://t.co/Y0bwu6suKB,cavs,5523,"{""choices"": [""Excite"", ""Back""]}",4,1236,2022-07-08T18:35:41.365090Z,2022-07-08T18:35:41.365147Z,39.999
953518679702016000,RT @MeninistTweet: imagine driving and out of no where you see this https://t.co/VKVgRgm7Dw,17sbaucum,5522,Excite,4,1235,2022-07-08T18:34:56.323708Z,2022-07-08T18:34:56.323732Z,16.273
928331809678675970,RT @Vikings: .@teddyb_h2o has been activated to the 53-man roster and Sam Bradford has been placed on IR.  https://t.co/xC5yQkSL4j https://…,17sbaucum,5521,NONE,4,1234,2022-07-08T18:34:36.749835Z,2022-07-08T18:34:36.749860Z,30.22
937143745660715008,DOPKINS LET'S GOoOOOOOo,17sbaucum,5520,"{""choices"": [""Excite"", ""Back""]}",4,1233,2022-07-08T18:34:05.013805Z,2022-07-08T18:34:05.013829Z,3.007
929821339187404801,RT @DomClare: 7-2! Good team win by the #Vikings!! #Skol,17sbaucum,5519,"{""choices"": [""Excite"", ""Back""]}",4,1232,2022-07-08T18:34:00.360103Z,2022-07-08T18:34:00.360163Z,4.36
960352195458846720,RT @SportsCenter: The Philadelphia Eagles have done it! https://t.co/uT8aErG78L,17sbaucum,5518,"{""choices"": [""Excite"", ""Back""]}",4,1231,2022-07-08T18:33:53.641780Z,2022-07-08T18:33:53.641805Z,3.491
932089180942987264,RT @OhioStateFB: The B1G East belongs to the Buckeyes.  #GoBucks https://t.co/cfYGDH2o7X,17sbaucum,5517,Back,4,1230,2022-07-08T18:33:48.391737Z,2022-07-08T18:33:48.391762Z,5.375
976281853681287169,"Maryland Shooting:  - good guy with a gun stops bad guy with a gun  So, no... No CNN No Vigil No Parades No walk out No Protest No Hoggs",ClintonMSix14,5516,"{""choices"": [""Dismay"", ""Neutralize""]}",4,1229,2022-07-08T18:33:41.149101Z,2022-07-08T18:33:41.149124Z,299.267
907379500446601221,RT @DaiIyMemeSuppIy: wow florida is getting bad https://t.co/WRiO9crWGT,17sbaucum,5515,Neutralize,4,1228,2022-07-08T18:28:40.034662Z,2022-07-08T18:28:40.034706Z,5.834
976487441434595328,Good one https://t.co/tvoRbc366p,17sbaucum,5514,Back,4,1227,2022-07-08T18:28:32.318187Z,2022-07-08T18:28:32.318211Z,53.565
952735102768963584,2 time Fucking champion @MJCheen,17sbaucum,5513,Back,4,1226,2022-07-08T18:27:36.999095Z,2022-07-08T18:27:36.999141Z,148.867
