Node ID,MESSAGE,Sender,id,maneuver,annotator,annotation_id,created_at,updated_at,lead_time
942095954798350336,@MickSigna @SportsCenter Huge L,17sbaucum,73,NONE,8,5059,2022-09-24T16:02:35.738503Z,2022-09-24T16:02:35.738525Z,4.288
936718600500629504,@ChanceMaux You are fryed lol,17sbaucum,72,NONE,8,5058,2022-09-24T16:02:30.457361Z,2022-09-24T16:02:30.457400Z,3.478
950603773931552768,RT @LBJ_23_GOAT: @AlabamaFTBL Give Lebron his ring already https://t.co/rVyKgZUqxX,17sbaucum,71,NONE,8,5057,2022-09-24T16:02:26.090193Z,2022-09-24T16:02:26.090250Z,8.876
973634696251887616,@hominizing Sam bradford LMAOOOOOOOOOOÒOOO OOOOOOOOOOOOOOoOOOOOOOOOoOoOOOoOOOOOOOOOOOoOOOOoOOOOOOOoO,17sbaucum,70,NONE,8,5056,2022-09-24T16:02:16.324238Z,2022-09-24T16:02:16.324287Z,14.162
925908306878717957,I guess anyone can drop 40 these days https://t.co/qlguGucKAc,17sbaucum,69,NONE,8,5055,2022-09-24T16:02:01.244470Z,2022-09-24T16:02:01.244504Z,4.183
917572867851767808,@Twizz @BNellyNelson @beehzy17 Slossssssssssss,17sbaucum,68,NONE,8,5054,2022-09-24T16:01:56.115472Z,2022-09-24T16:01:56.115528Z,2.557
962338227595153408,"according to my calculations:  ∆ = b² - 4 a c             -b± √∆ x1,2 =  ————                2a  @Tonynumber04 stil… https://t.co/RF0lTrX1S0",BryantBomb17,67,NONE,8,5053,2022-09-24T16:01:52.673617Z,2022-09-24T16:01:52.673663Z,2.799
921967272981422080,RT @BleacherReport: Giannis’ first 3 games of the season:  37pts/13rebs/3asts 34pts/8rebs/8asts 44pts/8rebs/4asts https://t.co/aurqzhVapD,17sbaucum,66,NONE,8,5052,2022-09-24T16:01:48.772545Z,2022-09-24T16:01:48.772568Z,3.301
958486847730192384,Pineapples are for fruit salads not Pizza ! https://t.co/2XM6PhC9vP,GordonRamsay,65,NONE,8,5051,2022-09-24T16:01:44.339347Z,2022-09-24T16:01:44.339404Z,4.594
911201525145448448,Yoooo lmao. I'm all for the Kaepernick support. But cut this shit out https://t.co/9XD2ikk8Qu,SeRiouSMoE1,64,NONE,8,5050,2022-09-24T16:01:38.743776Z,2022-09-24T16:01:38.743833Z,20.31
975427229852356610,RT @OhioStateHoops: All heart. All year. To the end. Thank you! https://t.co/pyLi1URTPX,17sbaucum,63,NONE,8,5049,2022-09-24T16:01:17.406295Z,2022-09-24T16:01:17.406352Z,3.487
933409768810668032,Don't let ibad near your girl https://t.co/sZcq5CSaPY,17sbaucum,62,NONE,8,5048,2022-09-24T16:01:12.998135Z,2022-09-24T16:01:12.998192Z,3.037
919237135424614400,"This is why everyone loves Grimmmz, one of the best players right now on fortnite. @MrGrimmmmz  tune into his strea… https://t.co/EHHzWqCZp4",t3kneek,61,NONE,8,5047,2022-09-24T16:01:08.707264Z,2022-09-24T16:01:08.707287Z,3.182
948365127656591365,@RickyStacy Blazt is a scumbag lol,17sbaucum,60,NONE,8,5046,2022-09-24T16:01:04.310988Z,2022-09-24T16:01:04.311034Z,3.304
925154828577378304,"Major QB shakeup: 49ers trading 2018 2nd-round draft pick to New England for Patriots’ QB Jimmy Garoppolo, sources tell ESPN.",AdamSchefter,59,NONE,8,5045,2022-09-24T16:01:00.022721Z,2022-09-24T16:01:00.022745Z,4.056
961648533509111809,"Cleveland is sending Isaiah Thomas and Channing Frye to the Lakers for Clarkson and Nance, league source tells ESPN.",wojespn,58,NONE,8,5044,2022-09-24T16:00:55.008648Z,2022-09-24T16:00:55.008700Z,3.28
932349370846138368,"RT @NFLResearch: Vikings lead the Rams 21-7 in the 4th quarter.  Entering Week 11, the Rams were 1 of 2 teams that hadn't trailed by 14+ po…",17sbaucum,57,NONE,8,5043,2022-09-24T16:00:50.825052Z,2022-09-24T16:00:50.825108Z,4.955
971194402088636416,@mikeschmitt6 @PompeyOnSixers Hornets coach pulled him from the rotation because of bad defense,17sbaucum,56,NONE,8,5042,2022-09-24T16:00:44.998590Z,2022-09-24T16:00:44.998645Z,14.07
959986801598517253,RT @Eagles: Every story has a beginning.  #SBLII | #FlyEaglesFly https://t.co/5kQ6xcIO6O,17sbaucum,55,NONE,8,5041,2022-09-24T16:00:29.981074Z,2022-09-24T16:00:29.981129Z,4.906
920257880221212672,#CavsOpener is here!  https://t.co/TqkEsGlph3,cavs,54,NONE,8,5040,2022-09-24T16:00:24.067806Z,2022-09-24T16:00:24.067830Z,2.9
935673837496225793,@Har84977952Mike @cavs @kevinlove Happens every time,17sbaucum,53,NONE,8,5039,2022-09-24T16:00:20.198022Z,2022-09-24T16:00:20.198045Z,4.651
965484280888602625,RT @AimeeCronin: @nikki_gsmith @usblm https://t.co/Se0SPlSkeD,17sbaucum,52,NONE,8,5038,2022-09-24T16:00:14.461238Z,2022-09-24T16:00:14.461262Z,4.04
919993482869198848,Vikings will in fact take Teddy Bridgewater off PUP and plan for him to practice Wednesday.,mortreport,51,NONE,8,5037,2022-09-24T16:00:09.472235Z,2022-09-24T16:00:09.472258Z,3.096
909202668308041728,"Buckeyes BOUNCE BACK! #GoBucks   @Jkdobbins22, @JT_theQB4th lead the charge in win vs. Army https://t.co/I3vtVg4AUD",OhioStateFB,50,NONE,8,5036,2022-09-24T16:00:05.536281Z,2022-09-24T16:00:05.536304Z,4.54
974380590823804929,DIOP,17sbaucum,49,NONE,8,5035,2022-09-24T16:00:00.182093Z,2022-09-24T16:00:00.182116Z,2.648
919350764660838400,J.K. DOBBINS! 7-0 Buckeyes! #OSUvsNEB https://t.co/x5GUWtnTBt,BuckeyeVideos,48,NONE,8,5034,2022-09-24T15:59:56.633487Z,2022-09-24T15:59:56.633543Z,3.084
973725561028775937,BREAKING - @eRa_Eternity's CoD team claimed they were scammed of (high) salary by the org.  Info -… https://t.co/d9vDElgUsw,DexertoIntel,47,NONE,8,5033,2022-09-24T15:59:52.431090Z,2022-09-24T15:59:52.431113Z,8.021
925515761455689728,RT @_joenick22_: @CFBPlayoff @AlabamaFTBL There be some angry rednecks tonight,17sbaucum,46,NONE,8,5032,2022-09-24T15:59:43.490897Z,2022-09-24T15:59:43.490954Z,13.712
917557500395827200,Why is bradford Decideing he wants to play like a idiot now,17sbaucum,45,NONE,8,5031,2022-09-24T15:59:28.858563Z,2022-09-24T15:59:28.858586Z,3.688
925921380352348160,RT @BeZo: Lmfao I'm crying. Some people really live in a box https://t.co/CWJqOFchDL,17sbaucum,44,NONE,8,5030,2022-09-24T15:59:24.259434Z,2022-09-24T15:59:24.259491Z,3.783
946265202739351552,Forever a mood. https://t.co/Qn3x25GeJS,OMGLove,43,NONE,8,5029,2022-09-24T15:59:19.510708Z,2022-09-24T15:59:19.510731Z,3.898
915696001243058176,Can someone tell me the difference between what Cam did and what Gronk did just some months ago? Everbody thought G… https://t.co/JdUOB6CHSX,MarcCTB,42,NONE,8,5028,2022-09-24T15:59:14.777462Z,2022-09-24T15:59:14.777485Z,31.18
944428153916870656,RT @OMGItsBirdman: That’s crazy that all schools and businesses will be closed on the 25th because Wayne is dropping Dedication 6.,17sbaucum,41,NONE,8,5027,2022-09-24T15:58:42.738921Z,2022-09-24T15:58:42.738975Z,4.789
962907815445696512,https://t.co/ECp3LEDwZQ,Charmvnder,40,NONE,8,5026,2022-09-24T15:58:36.957396Z,2022-09-24T15:58:36.957420Z,5.458
938487068212301829,LeBron is already planning for Isaiah Thomas’ return. https://t.co/AAwQxlGJRJ,espn,39,NONE,8,5025,2022-09-24T15:58:30.571648Z,2022-09-24T15:58:30.571698Z,5.815
938544338191175681,Mike Mitchell didn't hold back when asked about the NFL cracking down on hits. https://t.co/87dBoSKfyZ,SportsCenter,38,NONE,8,5024,2022-09-24T15:58:23.821981Z,2022-09-24T15:58:23.822004Z,5.091
960020619738996736,RT @510oscar510: What The Cavs thought they got vs What The Cavs really got https://t.co/OVTyCBo8Eo,17sbaucum,37,NONE,8,5023,2022-09-24T15:58:17.762241Z,2022-09-24T15:58:17.762264Z,3.441
939974412509564928,@Lexxen_ @CODGamepedia If you had any common sense of what swatting is then you would know there isnt a bomb threat.,17sbaucum,36,NONE,8,5022,2022-09-24T15:58:13.318771Z,2022-09-24T15:58:13.318826Z,6.685
953509325716312064,#NewProfilePic https://t.co/LnlSmujD9K,17sbaucum,35,NONE,8,5021,2022-09-24T15:58:05.450744Z,2022-09-24T15:58:05.450801Z,7.889
957093354138931201,Forever NBA champion teammates. https://t.co/owaKze3xyR,espn,34,NONE,8,5020,2022-09-24T15:57:56.631940Z,2022-09-24T15:57:56.631995Z,48.462
913534740703186944,@KevinDReynolds @IanBegley @wojespn @KingJames @NBA He already said he wasn't going to in the media day interview.… https://t.co/hpRcR9ruua,17sbaucum,33,NONE,8,5019,2022-09-24T15:57:07.266372Z,2022-09-24T15:57:07.266395Z,357.899
932130049272307713,@MichaelCondrey When is pubs going to be fixed. When your playing with a party. Everything won't load after a game and it randomly kicks you,17sbaucum,32,NONE,8,5018,2022-09-24T15:51:08.171600Z,2022-09-24T15:51:08.171651Z,2.819
917503757386215424,@wojespn What does that break down to for 31 games a year?,TonyBrunoShow,31,NONE,8,5017,2022-09-24T15:51:04.395770Z,2022-09-24T15:51:04.395794Z,9.528
912393197485199363,"I think about you everyday, especially when I'm in Cali, you would've been pulled up to the crib and had it jumpin.… https://t.co/UjV3zf5LoW",SpaceLy,30,NONE,8,5016,2022-09-24T15:50:53.961241Z,2022-09-24T15:50:53.961298Z,3.964
950598522524651520,@AlabamaFTBL Give Lebron his ring already https://t.co/rVyKgZUqxX,SuperSaiyanBron,29,NONE,8,5015,2022-09-24T15:50:48.978407Z,2022-09-24T15:50:48.978463Z,3.89
960340746791514112,Oh shit it’s over for Philly. https://t.co/60eG1NPCsn,Luzion,28,NONE,8,5014,2022-09-24T15:50:43.972069Z,2022-09-24T15:50:43.972126Z,3.598
936455017900462080,@charlieINTEL @hominizing .................,17sbaucum,27,NONE,8,5013,2022-09-24T15:50:39.230865Z,2022-09-24T15:50:39.230890Z,13.176
960309124939616256,@ViNZiIIA I thought I was the only one. Commercials are ass,17sbaucum,26,NONE,8,5012,2022-09-24T15:50:24.940481Z,2022-09-24T15:50:24.940536Z,20.301
967069559378374656,With courage quitting @ChanceCasts better on every grand final,Tonynumber04,25,NONE,8,5011,2022-09-24T15:50:03.341866Z,2022-09-24T15:50:03.341891Z,11.035
952542348935876608,.@JohnnyisTsunami is the definition of a lost cause. Got absolutely ducked on by arcitys in a 1v4. Easy kill!!!. Def needs to hang it up,17sbaucum,24,NONE,8,5010,2022-09-24T15:49:51.398877Z,2022-09-24T15:49:51.398921Z,64.483
925729522342866944,The END of an Era.   RIP @AvalancheTwitch 2013-2017 https://t.co/wuqgjSNE6L,AvalancheTwo,23,NONE,8,5009,2022-09-24T15:48:45.905881Z,2022-09-24T15:48:45.905905Z,5.5
955225775233433601,Woah,17sbaucum,22,NONE,8,5008,2022-09-24T15:48:39.492509Z,2022-09-24T15:48:39.492566Z,2.773
920449519770157056,@RealSkipBayless You’re a clown for that tweet after a man gets hurt with a potential career ending injury! Shit bigger then basketball!,DeMar_DeRozan,21,NONE,8,5007,2022-09-24T15:48:35.781109Z,2022-09-24T15:48:35.781150Z,12.741
972164145389817857,"“Cause ppl talking to me like I’m slowin’ down.  Opinions over statistics, of course” https://t.co/nonbj7rQDA",RSherman_25,20,Engage,8,5006,2022-09-24T15:48:22.115500Z,2022-09-24T15:48:22.115556Z,13.589
968329463950962688,AD went OFF tonight.  https://t.co/LyCQVwZDeN,SportsCenter,19,NONE,8,3629,2022-08-11T15:19:02.841891Z,2022-08-11T15:19:02.841916Z,6.548
915973684183134209,Silly should be a 60 or less https://t.co/hvsLk9avum,17sbaucum,18,NONE,8,3628,2022-08-11T15:18:38.955997Z,2022-08-11T15:18:38.956053Z,17.321
910169736897531904,@Charmvnder Lmaooooooooooòooo,17sbaucum,17,NONE,8,3627,2022-08-11T15:18:12.394853Z,2022-08-11T15:18:12.394878Z,4.709
948982598927253504,RT @_timmmmy: Donald Trump &amp; Kim Jong Un: https://t.co/exbyqkPdqx,17sbaucum,16,Engage,8,3626,2022-08-11T15:18:06.752925Z,2022-08-11T15:18:06.752980Z,5.349
914864085442940928,"JUST IN: Sonny Melton, from Tennessee, identified as one of the victims killed in #LasVegas mass shooting… https://t.co/4y3m6Gd6tM",wsyx6,15,Explain,8,3625,2022-08-11T15:18:00.519820Z,2022-08-11T15:18:00.519867Z,10.297
